ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,1,"6,320",0,"6,320",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,"251,188",0,"251,188",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,2,"5,192",0,"5,192",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,"251,188",0,"251,188",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,3,"15,362",0,"15,362",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,"251,188",0,"251,188",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,4,"22,592",0,"22,592",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,"251,188",0,"251,188",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,5,"28,225",0,"28,225",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,"251,188",0,"251,188",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,6,"31,901",0,"31,901",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,"251,188",0,"251,188",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,7,"36,998",0,"36,998",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,"251,188",0,"251,188",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,8,"32,611",0,"32,611",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,"251,188",0,"251,188",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,9,"29,469",0,"29,469",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,"251,188",0,"251,188",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,10,"18,016",0,"18,016",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,"251,188",0,"251,188",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,11,"13,756",0,"13,756",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,"251,188",0,"251,188",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,12,"10,746",0,"10,746",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2021,"251,188",0,"251,188",0,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,1,"20,268",600,"133,769",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,2,"16,123",600,"106,413",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,3,"38,060",600,"251,199",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,4,"110,096",600,"638,557",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,5,"324,654","7,500","2,168,850","7,500",0,19,"7,992","2,460",0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,6,"661,919","7,500","4,505,504","7,500",0,294,"16,794","7,186",161,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,7,"782,146","7,500","4,927,236","7,500",0,205,"27,930","9,880",390,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,8,"795,437","7,500","4,991,696","7,500",0,419,"28,405","8,986",534,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,9,"667,301","7,500","4,096,436","7,500",0,446,"19,035","8,854",386,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,10,"557,624","6,000","3,649,594","6,000",0,224,"7,602","3,306",141,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,11,"81,089",600,"486,535",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,12,"14,381",600,"86,285",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,1,483,0,242,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,"20,679",22,"19,784",11,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,2,425,0,212,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,"20,679",22,"19,784",11,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,3,521,0,260,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,"20,679",22,"19,784",11,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,4,569,0,569,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,"20,679",22,"19,784",11,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,5,"1,041",0,"1,041",0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,"20,679",22,"19,784",11,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,6,"1,286",0,"1,286",0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,"20,679",22,"19,784",11,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,7,"1,200",0,"1,200",0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,"20,679",22,"19,784",11,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,8,"3,491",0,"3,491",0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,"20,679",22,"19,784",11,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,9,"4,547",0,"4,547",0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,"20,679",22,"19,784",11,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,10,"6,556",0,"6,556",0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,"20,679",22,"19,784",11,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,11,200,22,200,22,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,"20,679",22,"19,784",11,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,12,360,0,180,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2021,"20,679",22,"19,784",11,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,1,198,0,65,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,"9,167",0,"3,643",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,2,35,0,12,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,"9,167",0,"3,643",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,3,331,0,109,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,"9,167",0,"3,643",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,4,530,0,175,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,"9,167",0,"3,643",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,5,479,0,158,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,"9,167",0,"3,643",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,6,"1,487",0,491,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,"9,167",0,"3,643",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,7,"1,082",0,357,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,"9,167",0,"3,643",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,8,893,0,295,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,"9,167",0,"3,643",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,9,637,0,210,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,"9,167",0,"3,643",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,10,"1,669",0,683,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,"9,167",0,"3,643",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,11,"1,033",0,614,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,"9,167",0,"3,643",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,12,793,0,474,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2021,"9,167",0,"3,643",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,1,94,0,381,0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,"18,264",0,"47,788",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,2,65,0,194,0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,"18,264",0,"47,788",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,3,279,0,838,0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,"18,264",0,"47,788",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,4,796,0,"2,174",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,"18,264",0,"47,788",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,5,"1,889",0,"4,794",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,"18,264",0,"47,788",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,6,"3,482",0,"8,669",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,"18,264",0,"47,788",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,7,"4,209",0,"10,974",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,"18,264",0,"47,788",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,8,"2,783",0,"7,458",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,"18,264",0,"47,788",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,9,"2,601",0,"6,695",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,"18,264",0,"47,788",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,10,"1,509",0,"3,874",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,"18,264",0,"47,788",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,11,391,0,"1,230",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,"18,264",0,"47,788",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,12,166,0,507,0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2021,"18,264",0,"47,788",0,0,0,0,0,0,0,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,1,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,262,110,"8,394","4,350",0,0,0,0,328,179,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,2,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,262,110,"8,394","4,350",0,0,0,0,328,179,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,3,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,262,110,"8,394","4,350",0,0,0,0,328,179,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,4,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,262,110,"8,394","4,350",0,0,0,0,328,179,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,5,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,262,110,"8,394","4,350",0,0,0,0,328,179,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,6,43,21,"1,261",21,0,0,0,0,48,24,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,262,110,"8,394","4,350",0,0,0,0,328,179,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,7,113,48,"3,631",48,0,0,0,0,142,83,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,262,110,"8,394","4,350",0,0,0,0,328,179,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,8,71,29,"3,257",29,0,0,0,0,138,72,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,262,110,"8,394","4,350",0,0,0,0,328,179,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,9,35,12,245,12,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,262,110,"8,394","4,350",0,0,0,0,328,179,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,10,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,262,110,"8,394","4,350",0,0,0,0,328,179,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,11,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,262,110,"8,394","4,350",0,0,0,0,328,179,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,12,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2021,262,110,"8,394","4,350",0,0,0,0,328,179,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,1,444,0,"1,110",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,"9,526",0,"23,815",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,2,328,0,820,0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,"9,526",0,"23,815",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,3,966,0,"2,415",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,"9,526",0,"23,815",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,4,862,0,"2,155",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,"9,526",0,"23,815",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,5,"1,158",0,"2,895",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,"9,526",0,"23,815",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,6,"1,112",0,"2,780",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,"9,526",0,"23,815",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,7,"1,033",0,"2,582",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,"9,526",0,"23,815",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,8,602,0,"1,505",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,"9,526",0,"23,815",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,9,727,0,"1,818",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,"9,526",0,"23,815",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,10,"1,123",0,"2,808",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,"9,526",0,"23,815",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,11,710,0,"1,775",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,"9,526",0,"23,815",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,12,461,0,"1,152",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2021,"9,526",0,"23,815",0,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,1,"7,203",15,"12,067",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,"187,919",180,"289,434",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,2,"9,756",15,"15,358",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,"187,919",180,"289,434",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,3,"11,013",15,"17,164",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,"187,919",180,"289,434",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,4,"19,165",15,"27,419",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,"187,919",180,"289,434",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,5,"15,464",15,"23,492",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,"187,919",180,"289,434",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,6,"17,465",15,"27,477",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,"187,919",180,"289,434",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,7,"22,245",15,"34,257",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,"187,919",180,"289,434",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,8,"20,062",15,"31,465",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,"187,919",180,"289,434",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,9,"19,588",15,"30,232",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,"187,919",180,"289,434",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,10,"18,229",15,"28,403",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,"187,919",180,"289,434",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,11,"15,434",15,"23,316",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,"187,919",180,"289,434",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,12,"12,295",15,"18,784",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2021,"187,919",180,"289,434",48,0,0,0,0,0,0,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,1,"54,912",94,"400,858",94,0,0,0,805,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,"1,091,897","1,128","7,975,349","1,128",0,0,0,"7,752",0,0,345
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,2,"64,712",94,"472,399",94,0,0,0,"2,850",0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,"1,091,897","1,128","7,975,349","1,128",0,0,0,"7,752",0,0,345
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,3,"74,308",94,"542,451",94,0,0,0,"1,570",0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,"1,091,897","1,128","7,975,349","1,128",0,0,0,"7,752",0,0,345
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,4,"74,078",94,"540,772",94,0,0,0,920,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,"1,091,897","1,128","7,975,349","1,128",0,0,0,"7,752",0,0,345
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,5,"92,263",94,"673,520",94,0,0,0,268,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,"1,091,897","1,128","7,975,349","1,128",0,0,0,"7,752",0,0,345
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,6,"90,591",94,"661,314",94,0,0,0,355,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,"1,091,897","1,128","7,975,349","1,128",0,0,0,"7,752",0,0,345
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,7,"89,459",94,"655,979",94,0,0,0,72,0,0,225,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,"1,091,897","1,128","7,975,349","1,128",0,0,0,"7,752",0,0,345
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,8,"74,866",94,"548,080",94,0,0,0,195,0,0,120,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,"1,091,897","1,128","7,975,349","1,128",0,0,0,"7,752",0,0,345
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,9,"117,281",94,"856,153",94,0,0,0,125,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,"1,091,897","1,128","7,975,349","1,128",0,0,0,"7,752",0,0,345
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,10,"137,034",94,"1,000,350",94,0,0,0,168,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2021,"1,091,897","1,128","7,975,349","1,128",0,0,0,"7,752",0,0,345
